"id","time","target","pd","score"
162,26,0,0.230051546838199,476
163,26,1,0.217589388427148,481
164,26,0,0.14876211222411,514
164,38,1,0.151130310544109,513
165,26,0,0.230051546838199,476
165,38,1,0.238691791111972,472
166,26,0,0.333604222754401,438
166,38,0,0.274862436846628,458
166,50,0,0.148939228686982,513
167,26,1,0.443087925584075,405
168,26,0,0.233641752129418,474
169,26,1,0.522720884288875,381
171,26,0,0.522720884288875,381
172,26,0,0.488839287756154,391
172,38,0,0.419990479178802,411
172,50,1,0.152203555976024,511
175,26,0,0.522720884288875,381
175,38,0,0.45333221887677,401
175,50,0,0.276864064026465,456
177,26,0,0.23460357136879,474
180,26,0,0.23460357136879,474
181,26,0,0.533607613835555,378
181,38,0,0.464179283243673,398
181,50,1,0.1768061124608,498
182,26,1,0.294581813967579,451
183,26,0,0.257158103954167,465
183,38,1,0.266464080434664,461
185,26,0,0.23460357136879,474
186,26,0,0.363375790750489,429
186,38,0,0.374587273543777,425
187,26,0,0.522720884288875,381
188,26,0,0.214497138059583,483
189,26,0,0.522720884288875,381
190,26,0,0.174480237887809,500
191,26,1,0.522720884288875,381
192,26,0,0.38804590048478,421
194,26,0,0.464406538798812,398
194,38,0,0.396330767342473,418
194,50,0,0.139988369895559,518
197,25,0,0.0515552952965557,597
197,37,0,0.041699811459242,613
197,49,0,0.0222681347274589,660
198,25,0,0.146690187625414,514
198,37,0,0.120967942325683,530
198,49,0,0.0554742275380038,592
199,25,1,0.0407377706033944,615
200,25,0,0.0540469051123727,593
201,25,0,0.0793928906826329,564
201,37,0,0.0645782134751255,580
201,49,0,0.01903440139909,672
202,25,0,0.0681474740943708,575
202,37,0,0.0553051265275556,591
203,25,0,0.0815394454639707,561
203,37,0,0.0663530916215594,577
203,49,0,0.0358631740443105,624
204,25,0,0.124490740183442,528
206,25,0,0.0652590846487602,580
207,25,0,0.029156113045778,640
207,37,0,0.0368751574191737,623
208,25,0,0.0218348934823427,662
209,23,0,0.111546594713835,538
210,23,0,0.197957854268025,489
210,35,0,0.223046871537118,478
210,47,1,0.155382382569814,510
211,23,0,0.242091357898735,470
212,23,0,0.0668125475743644,579
213,23,0,0.182862658178806,496
214,23,0,0.0586416457973991,589
215,23,0,0.12162036403646,531
215,35,0,0.230709235639893,475
215,47,0,0.0935480855071544,552
216,23,0,0.11702991389729,534
217,23,1,0.181348517620662,497
218,23,0,0.209687789465934,483
219,23,0,0.141561926974481,519
221,23,0,0.209687789465934,483
222,19,0,0.21004617339008,483
223,19,0,0.167115618666298,504
223,31,0,0.252526997754103,467
223,43,1,0.153644493791557,511
224,20,0,0.180143163265173,497
225,20,0,0.0679311687910432,576
226,24,0,0.343119852122395,435
228,23,0,0.250197280045185,467
229,23,0,0.246272341038295,468
230,23,0,0.0912665774823465,555
232,23,1,0.298279011295527,450
233,23,0,0.257183548136505,465
237,23,0,0.275950974019718,458
238,23,0,0.143543047511163,518
238,35,1,0.163138347782145,507
239,23,0,0.327412778087869,440
241,23,1,0.320948347479275,442
242,23,1,0.242759348062411,470
243,23,0,0.175546430890963,500
244,23,0,0.344866922720823,434
245,23,0,0.283927495821952,455
247,23,0,0.320948347479275,442
248,23,0,0.156776120730067,510
249,23,0,0.238917444597285,472
249,35,0,0.267466481087338,461
249,47,0,0.189615314802775,493
249,59,0,0.136414155553301,521
250,23,0,0.327412778087869,440
252,23,0,0.175546430890963,500
253,23,1,0.223627999789133,479
254,23,0,0.373821807430467,425
255,23,1,0.238917444597285,472
256,23,0,0.354630807542598,431
257,23,1,0.324270547000968,442
258,23,0,0.139953531275194,520
260,23,0,0.162683703804148,506
261,23,0,0.184779913417795,495
261,35,0,0.170615601920754,502
261,47,0,0.116472471456326,534
261,59,0,0.0760417800459247,568
262,23,0,0.30249581615491,449
262,35,0,0.282434198310706,456
262,47,1,0.142446596585255,518
263,23,1,0.233746043857213,474
264,23,0,0.329773389008025,439
265,23,0,0.36049373163396,429
266,23,0,0.223627999789133,479
266,35,1,0.250952463827982,468
267,23,0,0.303337658794479,448
268,23,0,0.156776120730067,510
269,23,1,0.186708300116611,495
270,23,0,0.319252152430287,443
271,23,0,0.210378161580867,483
273,23,0,0.195397974768776,490
275,23,1,0.235968424777497,473
276,23,1,0.286271079490032,454
277,23,0,0.271236068931598,459
278,23,0,0.344866922720823,434
279,23,1,0.271236068931598,459
280,23,0,0.246066624528752,469
281,23,0,0.0595762788459155,587
282,23,0,0.214378499054182,482
283,23,0,0.215355363820338,481
284,23,0,0.0972175439829022,549
285,23,0,0.0936874851331358,551
286,23,1,0.175546430890963,500
287,23,0,0.338231177743704,436
289,23,0,0.257427925363304,464
290,23,0,0.203805382297647,487
291,23,1,0.0994035475985486,548
292,23,1,0.131300770266357,524
293,23,1,0.344866922720823,434
294,23,1,0.342662364907984,435
295,23,0,0.210378161580867,483
297,23,0,0.160997337571876,508
298,23,0,0.257427925363304,464
298,35,1,0.225379343551732,477
299,23,0,0.135623858592537,523
301,23,0,0.235968424777497,473
302,23,0,0.35579111998109,430
303,23,0,0.204875463681561,486
305,23,0,0.129942449410383,525
306,23,0,0.18269044324849,495
307,23,0,0.327412778087869,440
307,35,0,0.306424629222281,447
307,47,0,0.220649579735508,479
308,23,0,0.286889992698616,454
308,35,0,0.267466481087338,461
308,47,1,0.189615314802775,493
309,23,0,0.14247389245179,517
309,35,1,0.206354421630156,485
311,23,0,0.285298170107259,455
311,35,0,0.250952463827982,468
311,47,0,0.176748232659918,500
311,59,0,0.0946839936860879,552
312,23,0,0.242759348062411,470
314,23,0,0.0888487010280375,557
314,35,0,0.101865628731459,546
314,47,0,0.0677572384181573,578
314,59,0,0.0467729511060242,606
315,23,0,0.220163589236683,480
316,23,1,0.338231177743704,436
317,23,0,0.290530866010564,453
317,35,0,0.296512415882809,451
317,47,0,0.126671713386552,528
317,59,0,0.129442343218495,526
318,23,0,0.244324115629666,470
319,23,0,0.368082139661364,427
320,23,0,0.311630714782375,446
320,35,0,0.291216208471084,453
320,47,0,0.208419054489626,485
322,23,0,0.131330838722966,525
323,23,0,0.344866922720823,434
324,23,0,0.344866922720823,434
324,35,0,0.351413054703626,432
324,47,0,0.15715038598793,509
324,59,0,0.160465171950933,507
325,23,1,0.297138569599473,450
326,23,0,0.159447029126434,509
327,23,0,0.254570191351504,466
328,23,0,0.373821807430467,425
329,28,0,0.310096694101471,446
330,28,1,0.499759254010412,388
331,28,1,0.522720884288875,381
332,28,0,0.464406538798812,398
332,40,0,0.269656682240121,460
332,52,0,0.0936230906641813,551
333,32,1,0.146930845170863,515
334,28,1,0.453893391010972,402
335,28,0,0.381062584730719,423
335,40,0,0.328046044928642,440
335,52,0,0.12016708124275,531
336,32,0,0.343302577034407,434
336,44,0,0.318037825009975,443
336,56,0,0.122376767395515,530
337,32,1,0.343302577034407,434
338,32,1,0.276879023125629,456
339,32,0,0.31341376140393,444
339,44,0,0.43127635045741,408
340,32,1,0.216826334449514,480
342,32,1,0.325977613471324,439
343,32,1,0.292727804740228,451
344,32,1,0.343302577034407,434
345,32,0,0.306115344243692,446
345,44,0,0.282410400766482,455
345,56,0,0.13090219571875,524
347,32,1,0.28404000617887,455
348,32,1,0.322890375135792,441
349,32,0,0.343302577034407,434
349,44,0,0.318037825009975,443
349,56,0,0.151450110854718,512
350,32,1,0.353217997166269,431
351,32,1,0.353217997166269,431
352,32,1,0.343302577034407,434
353,32,0,0.276879023125629,456
353,44,0,0.388782256286088,420
353,56,0,0.195776648150726,489
354,32,1,0.343302577034407,434
356,32,1,0.29691517516434,449
357,32,1,0.145036400356895,516
358,32,0,0.398663861512014,417
361,32,1,0.317747643556816,443
362,32,1,0.240232785288788,471
363,32,1,0.343302577034407,434
364,32,1,0.353217997166269,431
365,32,0,0.176208167800099,499
365,44,0,0.160239856778376,508
365,56,0,0.106619182565574,542
366,32,1,0.251758791117848,466
367,32,0,0.343302577034407,434
368,32,0,0.298874003042167,449
368,44,0,0.414570313341201,413
368,56,0,0.213228713705249,482
369,32,1,0.292101456225661,451
370,32,1,0.353217997166269,431
371,32,0,0.353217997166269,431
371,44,0,0.475678746630612,395
371,56,0,0.15715038598793,509
372,32,1,0.181390600208024,496
374,32,1,0.28404000617887,455
375,32,1,0.301874890750459,448
376,32,0,0.292727804740228,451
376,44,1,0.40742746280373,415
379,32,0,0.353217997166269,431
379,44,0,0.32758754535928,440
379,56,0,0.233541354927827,474
380,32,0,0.283933846851208,453
380,44,0,0.246483786102969,468
380,56,0,0.122341349915569,530
381,32,1,0.306115344243692,446
382,32,1,0.232349654879289,474
383,32,1,0.343302577034407,434
384,32,0,0.335648402076972,436
385,32,1,0.194543827689991,489
386,32,1,0.164862403997369,505
387,32,1,0.292101456225661,451
392,32,1,0.275240128450976,458
393,32,1,0.325977613471324,439
394,32,1,0.334414915535677,437
395,32,1,0.254458301047895,465
397,32,1,0.343302577034407,434
398,32,1,0.343302577034407,434
399,32,0,0.191350335643815,492
399,44,0,0.282175117610399,456
399,56,0,0.130770135135123,525
402,31,0,0.069501170586018,574
402,43,0,0.0486875877308783,601
402,55,0,0.0310166468966934,635
403,31,0,0.307024098814525,447
403,43,0,0.232881749336302,474
403,55,0,0.0832170024187914,561
405,31,0,0.261484960889526,464
405,43,0,0.195241360744695,491
405,55,0,0.0849609810728505,560
406,31,0,0.0525950756907948,597
406,43,1,0.050076576062688,600
407,31,0,0.401605821929374,418
407,43,0,0.315005695946334,445
407,55,0,0.149657667896943,514
408,19,0,0.202889082767319,486
409,20,0,0.0691998262253531,576
410,20,0,0.114482581013551,536
413,28,1,0.483728843493101,392
414,28,1,0.443087925584075,405
415,19,0,0.197474435266642,489
415,32,1,0.153514352787592,510
416,24,1,0.383254904936017,422
417,24,0,0.409292412429577,414
417,36,0,0.291092850251851,452
417,48,1,0.173739174398207,500
418,24,0,0.259636450503238,463
419,19,0,0.222362171303011,478
420,19,0,0.101037127655161,546
421,20,1,0.158233397857236,508
422,20,0,0.1005808490611,547
424,28,0,0.261792480540712,462
425,28,1,0.425882922973031,409
427,19,0,0.123257939934645,530
428,19,0,0.185369288031816,495
429,19,0,0.106518252802647,541
429,32,0,0.0807682628570681,562
432,28,0,0.475313007372563,395
433,19,0,0.156476084324137,510
434,19,0,0.213460730570622,482
435,27,1,0.490203433588035,390
436,27,0,0.538464632744109,376
437,28,1,0.366715311591982,427
439,28,0,0.441660733137366,405
440,28,1,0.214994990441788,481
442,19,0,0.197474435266642,489
443,20,0,0.111525137902022,538
444,20,0,0.0975832363393977,549
445,24,1,0.400240888866745,417
447,19,0,0.178862651112686,498
447,32,0,0.138331601702162,519
447,44,0,0.172431048253537,501
447,56,0,0.123513629613783,529
448,19,0,0.178862651112686,498
450,19,0,0.197474435266642,489
451,19,0,0.128057252167297,527
452,20,0,0.0664219579733146,578
452,32,1,0.11148612267063,536
453,20,0,0.114482581013551,536
454,28,1,0.522720884288875,381
455,28,1,0.425882922973031,409
456,19,0,0.203026583072871,487
456,32,0,0.158073978785541,508
456,44,0,0.130991227604569,525
456,56,0,0.0685221886537793,577
457,20,0,0.102747201768314,545
459,27,0,0.499708054133082,387
460,27,0,0.510653127938288,384
460,39,0,0.406852946545141,415
460,51,0,0.215634143650937,481
462,27,0,0.52418037937494,380
463,28,0,0.449991744101565,402
463,40,0,0.412299115558605,413
463,52,0,0.0953462880393719,549
464,28,0,0.464406538798812,398
465,29,0,0.475319905230668,396
465,41,0,0.38299815526225,423
465,53,0,0.178524141756782,498
466,29,1,0.483728843493101,392
467,19,1,0.190642333124533,492
468,19,0,0.21576634082513,481
471,20,0,0.168933972526832,502
472,24,0,0.466716784729929,397
473,28,1,0.449991744101565,402
474,28,1,0.445011959338595,404
475,19,0,0.0875268611300039,557
475,31,0,0.13905225598235,520
475,43,0,0.132974854295253,523
475,55,0,0.0526979242343955,596
476,20,1,0.121607858917331,531
477,22,0,0.101196206755328,546
477,34,1,0.124045660616558,529
478,22,0,0.112473055541305,537
478,34,0,0.125188111004799,529
478,46,0,0.129328357562803,525
478,58,0,0.0439895617172581,610
479,22,0,0.12690761730268,526
480,22,0,0.134508421211604,522
481,22,0,0.0953611682616586,550
481,34,0,0.106373585285738,542
481,46,0,0.10996981356983,538
484,22,0,0.12162036403646,531
485,22,0,0.217019414831223,480
488,22,0,0.194054410741679,491
489,22,0,0.0820555608516462,561
490,22,0,0.106278950143361,541
491,22,0,0.114533794598995,536
491,34,0,0.139925952763936,519
491,46,0,0.101271892930327,545
491,58,0,0.0448589617622057,609
492,22,0,0.136864768934531,521
493,22,0,0.123780262435922,530
493,34,0,0.141122248973244,519
493,46,1,0.109580207184822,539
495,22,0,0.189481229238704,493
496,22,0,0.250197280045185,467
497,22,0,0.162035670123599,507
497,34,0,0.195632274721911,490
498,22,0,0.172371051810333,502
500,19,0,0.150795891993263,513
501,19,1,0.134241127393376,523
503,19,0,0.068339372728979,576
505,19,0,0.135924446641822,521
506,20,0,0.0181577644376105,676
506,32,0,0.0292776520451128,640
506,44,0,0.0297473135270165,639
506,56,0,0.0147600221543466,691
507,20,0,0.0344469639636895,628
508,20,0,0.0869740606109313,559
510,24,0,0.34727546659032,434
511,24,0,0.302406665518869,448
511,36,0,0.217409943179834,480
512,22,1,0.208973891323795,484
513,28,0,0.425142923918726,409
513,40,1,0.388063148318526,420
514,28,1,0.483728843493101,392
515,28,0,0.503178916836792,387
515,40,0,0.464796062284048,398
515,52,1,0.195468292397739,489
516,22,0,0.175474229122647,499
517,22,0,0.2123228512996,482
520,22,0,0.0966148955742558,549
520,34,1,0.106372718374109,541
522,22,0,0.145902537133521,515
523,22,0,0.263258143295321,462
524,22,0,0.127589502481973,527
525,22,0,0.244702727344619,469
526,22,0,0.102013014533221,546
526,34,0,0.149102007370551,514
526,46,0,0.0900534520271523,555
526,58,0,0.0396142379178513,619
529,22,0,0.244702727344619,469
532,22,0,0.15075641328288,512
533,22,0,0.274615583700289,457
533,34,0,0.241122031552616,470
533,46,0,0.113313942990029,535
533,58,0,0.0638998269922791,581
534,22,0,0.22796755013161,476
535,22,0,0.189481229238704,493
535,34,0,0.213782283350443,482
535,46,0,0.169199414218811,502
535,58,0,0.105254456071262,542
536,22,0,0.0590027306634992,588
537,22,0,0.12162036403646,531
539,22,0,0.194054410741679,491
541,22,1,0.290386832615036,452
542,22,0,0.0820555608516462,561
545,22,0,0.12162036403646,531
546,22,0,0.12162036403646,531
548,22,0,0.12690761730268,526
549,22,0,0.194054410741679,491
550,22,0,0.054836349495279,593
551,22,0,0.0809652101389094,563
552,22,1,0.244702727344619,469
553,22,0,0.263258143295321,462
554,22,0,0.2107481411159,483
554,34,0,0.183078194134704,496
554,46,0,0.143727905771718,516
554,58,0,0.0822815829999475,562
556,22,0,0.124804922966538,529
556,34,0,0.138696231349204,521
556,46,0,0.143210087595075,517
556,58,0,0.0492291958120877,602
557,22,1,0.180160453089506,497
558,22,0,0.157758017301892,510
558,34,0,0.178888511811484,499
559,22,0,0.189481229238704,493
560,22,1,0.20498572548322,486
561,22,0,0.0851942356037927,560
562,22,0,0.162035670123599,507
562,34,0,0.195632274721911,490
562,46,0,0.144169048155682,516
562,58,0,0.0656048189283193,580
563,22,0,0.12162036403646,531
564,22,0,0.244702727344619,469
565,22,0,0.175781455275193,500
566,22,0,0.217019414831223,480
567,22,0,0.244702727344619,469
568,22,0,0.136864768934531,521
569,22,1,0.194054410741679,491
570,22,0,0.13863837615032,519
571,22,1,0.119514064647517,531
572,22,0,0.0614968534596273,584
573,22,0,0.290386832615036,452
574,22,0,0.0303745675089922,637
575,22,0,0.0447662926940308,609
576,22,0,0.0820555608516462,561
577,22,0,0.290386832615036,452
577,34,1,0.255647652223812,465
578,22,1,0.0820555608516462,561
579,22,1,0.237743492727951,472
580,22,0,0.12162036403646,531
581,22,0,0.148141998530534,515
582,22,0,0.0499748009767031,600
583,22,0,0.115950207999556,535
584,22,0,0.0820555608516462,561
585,22,0,0.226183310276819,477
585,34,0,0.253717965062726,466
585,46,0,0.202956674207926,486
585,58,0,0.084813205525173,560
587,22,0,0.160106094773423,508
588,22,0,0.230606322361717,474
589,22,0,0.0892184782965758,555
590,22,0,0.0488645115333995,601
590,34,0,0.044549453675756,608
590,46,0,0.0367724454978354,622
590,58,0,0.0254371642421365,650
591,22,1,0.116443734545679,533
592,22,1,0.234126351794979,473
594,22,0,0.237743492727951,472
595,22,1,0.225629382167833,477
596,22,0,0.217019414831223,480
597,20,0,0.114482581013551,536
598,20,1,0.143873691712518,517
599,28,0,0.483728843493101,392
599,40,1,0.445499252250774,403
600,28,0,0.30500366799503,447
600,40,0,0.325356954432727,440
600,52,0,0.118880560302548,531
601,28,1,0.465429953086081,398
602,28,1,0.532150777937117,378
604,19,0,0.150795891993263,513
605,19,0,0.213460730570622,482
607,20,0,0.051388750538332,598
608,20,0,0.114482581013551,536
608,32,0,0.174130312360962,500
608,44,0,0.215489482467645,481
608,56,0,0.083786583525957,561
609,24,0,0.257215885521408,465
610,24,0,0.433170665544731,407
611,24,0,0.343119852122395,435
614,19,0,0.173299353339155,501
615,20,0,0.126352181051858,528
617,24,0,0.371156561013329,426
618,27,0,0.492872960524791,389
618,39,0,0.408567780861501,414
619,28,1,0.49464512124129,389
620,28,1,0.522720884288875,381
621,19,0,0.229297771887766,475
621,32,0,0.179840982664918,496
622,19,0,0.116207518760189,534
623,20,0,0.0631499561350928,583
624,20,0,0.121607858917331,531
625,27,0,0.510653127938288,384
625,39,0,0.406852946545141,415
626,28,1,0.483728843493101,392
628,28,0,0.35662991709329,430
629,19,0,0.229297771887766,475
631,20,0,0.0501411328475028,601
632,27,0,0.557838295154608,370
633,27,1,0.568585105631549,367
634,28,0,0.425882922973031,409
635,28,0,0.347691973650903,434
635,40,1,0.418040233694877,412
636,28,0,0.49464512124129,389
637,28,0,0.522720884288875,381
640,19,0,0.110748102786285,538
641,19,0,0.176297234757686,500
642,19,0,0.213460730570622,482
643,19,0,0.0905910210961495,555
644,20,0,0.0668813732978209,578
645,20,0,0.142093746130369,518
646,20,0,0.0705034934812275,575
647,20,0,0.157659733313704,509
648,20,0,0.0820467438346538,561
649,20,0,0.07996059594416,564
650,20,0,0.0991866981471418,547
651,20,0,0.136850940578167,521
652,20,1,0.0953510700439469,550
653,27,0,0.440283640576839,405
654,27,0,0.557838295154608,370
656,28,0,0.489867298836665,391
656,40,0,0.432285682405115,408
656,52,0,0.175614830520538,499
657,28,0,0.483728843493101,392
658,28,1,0.464406538798812,398
659,28,0,0.509216866275548,385
660,28,0,0.485606259286295,392
661,28,0,0.326917551927412,440
661,40,0,0.294022972207896,451
661,52,0,0.10435572126007,542
662,29,1,0.503178916836792,387
663,19,0,0.200620602399425,488
664,20,0,0.158233397857236,508
665,19,0,0.0629770391931476,583
665,32,0,0.0417057625650638,613
665,44,0,0.0674237537355538,577
665,56,0,0.0432618517716434,611
667,20,0,0.0488924620324624,602
667,32,0,0.0773515612888171,566
667,44,0,0.0958702263369355,550
667,56,0,0.039977710256088,617
670,19,0,0.200620602399425,488
671,20,1,0.148181058932011,514
672,20,1,0.148181058932011,514
673,20,0,0.138024134694686,520
674,27,0,0.389699810009716,419
674,39,0,0.336827786435069,436
674,51,0,0.111261173261655,537
676,28,0,0.452459670748242,402
676,40,0,0.395863002745992,419
676,52,0,0.0896186121067648,555
678,28,1,0.35662991709329,430
679,28,1,0.480212011523182,394
680,28,1,0.441660733137366,405
681,28,0,0.395286118197258,419
682,28,0,0.503178916836792,387
682,40,0,0.464796062284048,398
682,52,0,0.115411665765135,534
683,19,0,0.190642333124533,492
684,19,0,0.118765287078932,533
684,31,0,0.253771356873069,466
684,43,0,0.0933945938953151,552
684,55,0,0.0435953526837756,611
685,19,0,0.0588682491368175,589
686,20,0,0.0221140432803564,661
687,20,0,0.129544421374845,525
687,32,0,0.195308833378213,489
688,24,0,0.414072059835071,413
689,27,0,0.476772361916064,394
690,27,0,0.557838295154608,370
690,39,1,0.45333221887677,401
691,27,0,0.423975812802936,410
692,28,1,0.486218229610903,392
693,28,0,0.449991744101565,402
694,29,1,0.475313007372563,395
695,19,0,0.229297771887766,475
696,19,0,0.237109340693663,472
696,31,0,0.343538599976353,435
697,19,0,0.173903885502293,500
698,20,0,0.114482581013551,536
699,20,0,0.151944313405383,512
700,20,0,0.054830282531149,593
701,24,0,0.458130013786859,400
702,19,0,0.181199159618301,497
703,19,0,0.139400097526997,520
703,31,0,0.274295810175143,459
704,20,0,0.140997693659675,518
704,32,0,0.211165944790898,482
704,44,0,0.213910422848815,481
704,56,0,0.117361311673796,533
705,20,0,0.153275406611309,512
706,27,0,0.490203433588035,390
708,28,0,0.257020209849124,464
709,28,1,0.522720884288875,381
710,28,1,0.522720884288875,381
711,28,0,0.499759254010412,388
712,28,1,0.493854113036474,390
713,19,0,0.126482223090855,528
714,20,0,0.151944313405383,512
715,24,0,0.371179776064609,426
715,36,0,0.259157919564363,464
715,48,0,0.151919739168603,512
716,27,0,0.358768656054203,429
717,19,0,0.178862651112686,498
718,19,0,0.123257939934645,530
719,19,0,0.139096992531346,520
721,20,0,0.0928509967736247,553
722,24,0,0.4080753673276,415
723,24,1,0.477604309001005,394
724,27,1,0.460775372282999,398
725,28,0,0.449991744101565,402
727,28,1,0.499759254010412,388
730,19,0,0.0656048189283193,580
730,31,0,0.140770621317385,519
730,43,0,0.0698477346276006,575
730,55,1,0.0363740557514245,624
731,19,0,0.251573864364133,467
732,20,0,0.158233397857236,508
733,20,0,0.0928509967736247,553
733,32,0,0.221004413888886,478
733,44,0,0.178622359998626,498
733,56,0,0.0525491287063769,597
734,24,0,0.416444980905812,412
735,27,0,0.529970767038023,378
736,27,0,0.499708054133082,387
736,39,0,0.396330767342473,418
736,51,0,0.208320460592353,484
737,28,0,0.499759254010412,388
738,28,1,0.464406538798812,398
739,19,0,0.120549588535684,532
740,19,1,0.190642333124533,492
741,19,0,0.181199159618301,497
742,20,0,0.0940607978571545,552
744,27,1,0.519075655992429,381
745,27,0,0.510653127938288,384
